track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,image_url
Somebody (2024),Gotye,2,2024,2,9,"14,144",74.0,"51,862,502",32.0,,40.0,"781,938","230,260",185,2,0,4,62,52,11,3,74,98,https://i.scdn.co/image/ab67616d0000b273decbf9beecb3cb749ce3a2e2
Dandelions,Ruth B.,2,2017,4,28,"183,674",82.0,"1,561,518,107",40.0,,63.0,"404,143","4,364,553",148,1,0,26,61,92,65,91,9,97,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707
Malvada,Zï¿½ï¿½ Fe,2,2022,1,28,"17,110",53.0,"166,427,224",18.0,,25.0,"320,796","141,986",84,8,1,69,81,22,73,51,21,25,
I Love You So,The Walters,4,2014,11,28,"218,492",83.0,"1,410,353,130",38.0,,29.0,"677,739","3,007,369",75,11,0,61,80,76,84,30,94,69,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f
i love you,Billie Eilish,3,2019,3,29,"116,055",75.0,"930,343,185",35.0,,36.0,"606,884","2,035,027",132,1,0,31,70,72,22,86,40,96,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
Not Fair,Niklas Dee,1,2023,6,2,"46,918",69.0,"164,667,038",23.0,,31.0,"573,152","322,313",188,5,0,7,44,87,64,77,46,90,https://i.scdn.co/image/ab67616d0000b27385ad18770b608ba6cc7c6289
Benjamins Deli,JRitt,4,2023,10,24,446,,"996,881",,,,,,101,4,0,84,51,93,96,91,13,11,https://i.scdn.co/image/ab67616d0000b2730428936253ee80f506fbb4a6
Him & I (with Halsey),G-Eazy,4,2017,11,30,"141,296",72.0,"949,651,805",69.0,,31.0,"290,595","13,315,971",139,4,1,17,73,64,51,13,2,44,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530
STAY (with Justin Bieber),The Kid LAROI,3,2021,7,9,"11,726",53.0,"3,107,100,349",146.0,,1.0,"8,421","15,411,173",163,3,1,77,64,59,60,0,87,7,https://i.scdn.co/image/ab67616d0000b273b4d59e6fa7e5e7cbc57ac33a
TIKTOK,Ian Lucas,3,2024,5,23,113,59.0,"2,164,864",,,,,"3,101",93,5,1,14,1,9,25,42,77,8,https://i.scdn.co/image/ab67616d0000b27325d8845fa838d3f15139023a
Call Your Friends,Rod Wave,4,2023,8,18,"10,429",46.0,"47,296,342",10.0,,13.0,"31,977","208,435",148,4,1,25,48,57,14,95,52,0,https://i.scdn.co/image/ab67616d0000b273bbf846cc2675b6baabc42000
Rosa Pastel,Peso Pluma,1,2023,4,20,"22,780",65.0,"192,231,633",12.0,,1.0,72,"289,402",184,10,1,52,21,46,21,58,15,4,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
Dirt Cheap,Cody Johnson,4,2023,11,3,"8,961",11.0,"44,047,842",16.0,,1.0,"1,149","252,283",104,3,1,43,95,14,88,60,60,70,https://i.scdn.co/image/ab67616d0000b273df528704497530d292a0255f
Borderline,Tame Impala,3,2020,2,14,"156,377",76.0,"671,310,199",46.0,,31.0,"173,292","2,471,535",193,8,1,31,28,8,64,40,27,81,https://i.scdn.co/image/ab67616d0000b27358267bd34420a00d5cf83a49
Tï¿,Carin Leon,1,2020,5,22,"31,216",68.0,"327,311,508",15.0,,7.0,"81,984","1,353,689",80,5,0,27,34,12,25,17,34,53,https://i.scdn.co/image/ab67616d0000b27371b2389b439de7fa38042b62
No Time To Die,Billie Eilish,3,2020,2,13,"91,391",70.0,"610,838,644",88.0,,42.0,"5,784,923","3,110,101",181,10,1,38,80,22,20,59,1,23,https://i.scdn.co/image/ab67616d0000b273f7b7174bef6f3fbfda3a0bb7
All Eyes on Me,Dj Belite,1,2022,12,20,512,,"155,367",20.0,,,,"8,238,004",129,9,1,31,75,32,23,68,60,25,https://i.scdn.co/image/ab67616d0000b273db1b158520c2edb78c785676
En El Radio Un Cochinero,Victor Cibrian,2,2022,5,13,"26,581",61.0,"215,837,483",3.0,,,,"655,686",155,9,1,76,23,8,15,78,55,9,https://i.scdn.co/image/ab67616d0000b273665cfd5826ac132eb42262d3
Safari,J Balvin,3,2016,6,3,"61,743",65.0,"559,708,419",117.0,,38.0,"115,932","5,773,120",164,9,0,78,93,2,31,58,97,60,https://i.scdn.co/image/ab67616d0000b273734b36a0655aae40d78d70f4
comethru,Jeremy Zucker,3,2018,9,7,"90,889",69.0,"822,935,346",55.0,,17.0,"47,611","2,123,160",107,2,1,17,29,93,15,41,54,39,https://i.scdn.co/image/ab67616d0000b273cb16227d90152c2a5022bba1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý,4,2024,4,5,128,52.0,"2,409,532",3.0,,,,"14,731",98,9,1,69,83,72,76,79,17,43,
ROCKSTAR,Junior H,3,2023,10,5,"13,021",79.0,"266,127,900",3.0,,6.0,"1,853,363","445,730",90,5,1,10,41,24,41,99,70,11,https://i.scdn.co/image/ab67616d0000b273f3ba6742a35f111aaea1ca2f
Boy's a liar,PinkPantheress,3,2022,11,30,"39,800",62.0,"203,628,716",23.0,,5.0,"15,572","557,783",69,0,0,31,70,87,31,35,48,21,https://i.scdn.co/image/ab67616d0000b2739567e1aa41657425d046733b
O Patinho Colorido,Bento e Totï¿,2,2019,11,15,"2,068",52.0,"11,029,541",,,,,"13,061",89,4,1,19,49,95,49,39,41,26,
La Mejor Version de Mi,NATTI NATASHA,3,2019,2,12,"33,020",66.0,"109,221,089",13.0,,2.0,"1,181",,77,9,0,96,70,70,40,29,6,66,https://i.scdn.co/image/ab67616d0000b273c80c5250bbf0812e0c3dad0e
B.O.T.A. (Baddest Of Them All),Eliza Rose,2,2022,6,15,"34,495",52.0,"47,723,324",16.0,,1.0,817,"3,631,070",147,5,0,39,59,35,23,86,3,81,https://i.scdn.co/image/ab67616d0000b273eb15b994e15a3a6634d1694e
Love Terremoto - Ao Vivo,Os Barï¿½ï¿½es Da Pisad,2,2022,8,3,"1,868",40.0,"17,075,528",8.0,,4.0,"201,570","5,899",184,10,0,7,29,88,12,10,42,68,
Lucky Girl Syndrome,ILLIT,2,2024,3,25,"1,933",72.0,"29,089,538",6.0,,,,"43,383",132,7,0,34,11,19,74,24,79,13,https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c
...Baby One More Time (from Kung Fu Panda 4),Tenacious D,2,2024,3,8,"5,020",,"28,423,160",12.0,,,,,74,10,1,68,48,80,78,44,58,24,https://i.scdn.co/image/ab67616d0000b27357ba52e5a0489481ee1bc7e9
Little Dark Age,MGMT,1,2017,10,17,"197,169",72.0,"641,453,269",55.0,,27.0,"137,399","5,504,564",63,8,0,98,94,53,9,50,48,51,https://i.scdn.co/image/ab67616d0000b273b47d309281c66820b7137f5d
Una Lady Como Tï¿,Manuel Turizo,4,2016,12,1,41,,"2,935,372",,,,,,68,10,0,77,81,99,41,42,59,94,
Whatever She Wants,Bryson Tiller,1,2024,2,12,529,,"207,093,873",30.0,,,,,168,2,1,20,45,89,40,65,5,84,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182
Hypnotized,Purple Disco Machine,3,2020,4,8,"77,323",58.0,"354,683,755",93.0,,49.0,"1,245,110","8,349,963",196,1,0,23,42,18,2,98,19,58,https://i.scdn.co/image/ab67616d0000b27320b9dbfafac22c02495d8a65
Diable,Ven'nus,1,2023,2,28,117,10.0,"53,058",,,,,142,191,3,0,16,1,59,54,46,30,37,https://i.scdn.co/image/ab67616d0000b2736a36cd5dbca9e5e1c9c8a801
Laung Laachi Title Track,Mannat Noor,1,2018,2,22,"6,294",45.0,"30,173,434",6.0,,,,"256,247",75,7,0,17,96,36,15,23,82,19,https://i.scdn.co/image/ab67616d0000b2737d8676d58268ef8efbda29f5
Chunni Me Perfume Lagawe,Gajendra Gurjar,3,2022,6,13,,,,,,,,2,158,10,0,97,74,2,43,76,21,77,https://i.scdn.co/image/ab67616d0000b2735eb3e9a369d4ef016d1ab371
Koka,Mankirt Aulakh,3,2023,11,6,"1,287",,"28,816,253",2.0,,,,"41,257",180,7,0,11,97,91,80,36,84,19,https://i.scdn.co/image/ab67616d0000b273f41f6eec85448840596d8177
ELEVEN,IVE,3,2021,12,1,"23,542",66.0,"306,760,464",33.0,,3.0,"10,722","493,607",111,2,0,15,79,85,88,55,81,55,https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb
Hasta el Amanecer,Nicky Jam,1,2016,1,15,935,,"560,103,803",,,15.0,"22,322",,128,3,1,3,53,18,29,93,31,100,https://i.scdn.co/image/ab67616d0000b273d77dbcd4dbd37cdfa61771fa
Space Cadet (feat. Gunna),Metro Boomin,1,2018,11,2,"204,396",75.0,"917,916,061",32.0,,9.0,"24,228","3,109,292",64,2,1,88,34,52,98,74,46,29,https://i.scdn.co/image/ab67616d0000b2732887f8c05b5a9f1cb105be29
Poker Face ( Remix ),Bora Media,3,2023,10,17,1,,"1,271,094,976",,,,,,79,9,1,33,51,45,36,86,33,40,
November Rain (2022 Version),Guns N' Roses,4,2022,11,4,"2,572",53.0,"14,394,612",16.0,,2.0,"92,713","122,032",138,1,1,91,32,79,59,45,26,83,https://i.scdn.co/image/ab67616d0000b2732ab85e10aa698513679ff509
ýýýýýýýýýýýý ýýýýýýýýýýýý,Lusia Chebotina,4,2021,10,29,"13,584",51.0,"32,318,892",23.0,,3.0,"657,583","1,544,949",170,3,0,45,84,55,76,27,43,70,
We Ride,Bryan Martin,2,2022,10,28,"30,976",76.0,"200,017,368",6.0,,5.0,"1,596,411","503,044",61,5,0,74,83,69,23,92,29,62,https://i.scdn.co/image/ab67616d0000b273eda625668a424f4ee44e7998
Rich Spirit,Kendrick Lamar,3,2022,5,13,"68,188",71.0,"254,191,262",23.0,,7.0,"165,039","555,350",152,10,0,76,71,100,25,51,32,68,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Cochinae,Julianno Sosa,2,2022,4,19,"35,527",58.0,"155,050,178",3.0,,2.0,"1,607,668","430,196",72,10,1,30,50,30,57,14,26,94,https://i.scdn.co/image/ab67616d0000b273da5d0afab9092640be806951
Juju On That Beat (TZ Anthem),Zay Hilfigerrr,4,2016,9,30,"30,216",52.0,"243,305,603",,,5.0,"1,790",,63,4,1,24,25,52,8,44,55,28,https://i.scdn.co/image/ab67616d0000b273186678fe32d915298c28d576
I'm Not The Only One,Sam Smith,2,2014,1,1,"164,059",77.0,"1,879,966,374",124.0,,213.0,"508,144","15,809,409",168,2,0,73,96,33,60,57,22,78,https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae
Murder,Bgnzinho,3,2023,2,14,"1,475",37.0,"2,613,573",,,,,"71,048",133,1,0,23,61,30,18,66,42,88,https://i.scdn.co/image/ab67616d0000b273f3593de4c3afb71057b57830
Major Distribution,Drake,3,2022,11,4,"70,800",62.0,"199,662,854",27.0,,4.0,"14,577","312,418",154,8,1,64,60,59,27,72,82,76,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Psikopat,Butrint Imeri,3,2024,5,16,387,,"2,112,678",1.0,,,,"13,123",164,0,1,24,25,10,6,71,53,43,https://i.scdn.co/image/ab67616d0000b273c33822984bebfe3add31a6c8
Piï¿½ï¿½man Deï¿,Semicenk,1,2023,6,2,"16,247",65.0,"134,291,091",10.0,,1.0,"1,566,667","409,388",67,8,1,27,36,99,44,96,94,87,
Dynamite,Taio Cruz,2,2010,1,1,"204,514",69.0,"1,070,923,216",133.0,,48.0,"1,160,892","8,023,558",126,0,1,35,29,5,85,97,67,78,https://i.scdn.co/image/ab67616d0000b273c434f98f315c12a0f4d049a0
Chlorine,Twenty One Pilots,4,2018,10,5,"91,490",68.0,"517,990,518",,,21.0,"93,996",,169,6,0,81,94,26,93,72,52,87,https://i.scdn.co/image/ab67616d0000b273d1d301e737da4324479c6660
GIVENCHY,Duki,4,2022,7,20,"48,629",62.0,"240,519,561",13.0,,8.0,"183,474","177,813",68,5,1,5,96,6,62,80,82,89,https://i.scdn.co/image/ab67616d0000b273b661d9d73921e40ae97cb5e4
Here,Alessia Cara,4,2015,4,30,"76,646",65.0,"616,445,374",19.0,,32.0,"371,682","7,438,678",176,6,1,65,10,48,36,40,39,82,https://i.scdn.co/image/ab67616d0000b2730a48794d471447a030998815
COME UN TUONO (feat. Guï¿½,Rose Villain,1,2024,3,7,"2,987",75.0,"53,590,796",21.0,,2.0,"3,766,780","488,628",70,2,0,66,52,95,15,64,59,56,
Favorito,Camilo,1,2020,3,26,"42,311",58.0,"488,713,982",88.0,,30.0,"195,153","848,173",158,2,0,71,40,71,99,39,85,23,https://i.scdn.co/image/ab67616d0000b273b4da01f3f98d18af9432e3dd
Royalty,Egzod,3,2021,4,22,"52,261",74.0,"317,252,487",6.0,,8.0,"279,094","4,302,673",101,10,0,94,4,59,4,4,8,18,https://i.scdn.co/image/ab67616d0000b27375f8e991774621da2bf53a14
Am I Wrong,Nico & Vinz,4,2013,1,1,"160,031",71.0,"965,827,790",89.0,,64.0,"111,728","19,231,875",179,0,1,47,65,32,28,93,94,16,https://i.scdn.co/image/ab67616d0000b273eb3c078694b007169dab4a4f
Tennessee Orange,Megan Moroney,1,2022,9,2,"28,139",73.0,"227,893,586",33.0,,5.0,"1,370","708,143",71,3,1,82,12,46,51,74,9,68,https://i.scdn.co/image/ab67616d0000b273c1639d4f2dfbd824a9ff0d7f
Tennessee Orange,Megan Moroney,3,2022,9,2,"28,139",73.0,"227,893,586",33.0,,5.0,"1,370","708,143",96,11,1,69,62,43,22,27,9,60,https://i.scdn.co/image/ab67616d0000b273c1639d4f2dfbd824a9ff0d7f
Still Trappin' (with King Von),Lil Durk,4,2020,12,24,"76,081",61.0,"176,140,377",36.0,,7.0,"31,768","494,233",133,1,1,77,81,78,5,37,29,3,
De Fresa y Coco,Luis R Conriquez,2,2023,11,10,"7,818",,"81,186,913",3.0,,1.0,"2,878","147,308",132,9,0,66,89,26,35,80,9,21,https://i.scdn.co/image/ab67616d0000b273deefe29c339a376e9fe56b47
He Dead (Oil Thief Remix),clipping.,3,2022,9,21,31,,"14,148",,,,,7,111,7,0,47,24,93,56,86,57,73,https://i.scdn.co/image/ab67616d0000b2737355b472d662e0b04611b692
YUM YUM (Slowed),LXNGVX,1,2023,6,23,"10,792",64.0,"52,295,701",,,,,"353,346",189,2,1,64,43,21,32,17,35,84,https://i.scdn.co/image/ab67616d0000b27368ccd79879821c333d7afe58
Issues,Julia Michaels,1,2017,1,13,"86,990",69.0,"1,214,862,854",148.0,,41.0,"562,204","9,191,508",115,6,1,43,13,46,48,36,81,88,https://i.scdn.co/image/ab67616d0000b273a5acfd33d055ca075b829cc1
Element,Pop Smoke,3,2020,2,7,"164,690",68.0,"523,416,171",14.0,,4.0,538,"916,192",119,6,1,93,68,92,40,26,43,5,https://i.scdn.co/image/ab67616d0000b27362a57823eced1cb4fd93b2c1
n.h.i.e.,21 Savage,3,2024,1,10,"16,786",,"102,829,758",32.0,,32.0,"262,612","165,768",82,11,0,62,58,47,79,24,56,29,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
GOD'S COUNTRY,Travis Scott,1,2023,7,28,"34,681",64.0,"96,802,469",7.0,,1.0,,"69,071",162,8,1,45,55,29,54,68,42,92,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
Parado no Bailï¿½,MC L da Vinte,2,2018,7,23,"87,059",68.0,"387,513,964",8.0,,17.0,"106,365","3,685,557",99,5,0,18,51,1,97,82,82,74,
El Paso del Gigante,Grupo Soï¿½ï¿½,4,2023,11,24,1,,"25,684",,,,,,123,0,1,63,65,14,25,26,22,10,
F Boy,Ander Huang,2,2020,8,22,973,19.0,"1,415,206",3.0,,2.0,378,"145,931",144,7,0,82,67,46,36,76,3,47,https://i.scdn.co/image/ab67616d0000b27351867b247ff2451cf4d6eae2
"Yo x Ti, Tu x Mi",ROSALï¿½,3,2019,8,15,"76,099",65.0,"572,697,124",148.0,,41.0,"1,005,275","2,065,994",148,0,0,72,11,26,76,53,11,45,
Say It,Tory Lanez,2,2015,7,31,"83,010",70.0,"510,138,748",76.0,,58.0,"25,377",,90,2,1,70,74,70,16,6,48,26,https://i.scdn.co/image/ab67616d0000b273b230fc4671b83d89951dd23f
Ain't Shit,Doja Cat,1,2021,6,25,"90,475",70.0,"599,547,543",112.0,,17.0,"159,069","1,075,422",79,10,0,100,67,26,95,89,23,18,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
Dancing With Your Ghost,Sasha Alex Sloan,3,2019,6,28,"104,197",71.0,"573,785,235",54.0,,16.0,"122,149","2,472,211",189,4,0,49,42,84,31,77,12,85,https://i.scdn.co/image/ab67616d0000b273141cf717cd3993690358a60c
SIRENS,Travis Scott,4,2023,7,28,"39,218",65.0,"102,510,409",6.0,,3.0,"350,471","110,863",72,7,1,62,72,12,27,26,67,91,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,Matuï¿,1,2023,4,30,"29,495",67.0,"159,579,530",20.0,,32.0,"618,294","161,952",181,8,0,40,73,54,92,58,90,58,
2 Hielos,King Savagge,1,2023,2,2,"16,848",,"76,078,240",4.0,,,,"187,445",162,6,1,6,90,16,24,71,71,67,https://i.scdn.co/image/ab67616d0000b2738d2275bb70ed6608f61f70ce
BAD BOY,Chris Jedi,4,2024,2,7,"7,316",,"42,027,577",15.0,,11.0,"147,812","120,993",165,8,0,8,5,74,46,30,89,100,https://i.scdn.co/image/ab67616d0000b2734e3fa29ae719ae1a3c81af2e
I Love Mama Mantu,Bulan Sutena,4,2021,11,1,"1,905",37.0,"8,887,656",,,,,"105,455",178,10,0,3,14,58,21,98,33,53,https://i.scdn.co/image/ab67616d0000b273bd45e0d7ed631b64befca919
Hall of Fame (feat. will.i.am),The Script,2,2012,1,1,"180,669",78.0,"1,438,795,892",71.0,,46.0,"287,678","12,730,727",129,2,0,88,41,9,90,90,8,82,https://i.scdn.co/image/ab67616d0000b2732e3049fef96abebf336b7366
Original som fan,OP,3,2018,10,30,93,3.0,"37,291",,,,,,158,4,0,48,30,32,60,67,9,16,https://i.scdn.co/image/ab67616d0000b273e1cdbef59cb8a5ded809e10d
SLAY!,Eternxlkz,4,2024,3,15,"5,560",80.0,"81,775,807",4.0,,,,,141,9,1,75,85,77,43,3,64,49,https://i.scdn.co/image/ab67616d0000b273c80fe27586c2da910984cb9a
Zaroori Tha,Rahat Fateh Ali Khan,4,2017,12,31,1,,,,,,,,134,7,1,5,52,36,19,17,71,39,https://i.scdn.co/image/ab67616d0000b27361e0b61e11706b9acff50231
Deixa,Maria Marï¿½ï,3,2023,3,21,"4,611",67.0,"64,736,609",7.0,,25.0,"1,000,880",,177,11,1,81,5,7,49,62,73,99,
We Didnï¿½ï¿½ï¿½t Start Th,Fall Out Boy,4,2023,6,28,"18,224",59.0,"52,240,739",10.0,,2.0,"9,501","794,504",143,0,0,20,32,32,87,86,53,86,
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý- Sayonara,Kenshi Yonezu,4,2024,4,8,"1,119",71.0,"22,739,117",20.0,,1.0,"9,615","59,510",128,7,0,14,28,6,46,95,42,91,
Proud Mary - 2023 Remaster,Tina Turner,2,2024,4,26,3,,"20,455",,,,,,118,6,1,66,20,33,46,75,58,10,https://i.scdn.co/image/ab67616d0000b273d89aae42181da3534327afe8
Runaway (U & I),Galantis,1,2014,10,5,"155,100",72.0,"895,051,532",78.0,,58.0,"399,214","110,053",185,0,1,65,53,70,71,51,88,13,https://i.scdn.co/image/ab67616d0000b2732b517912fd69652ff10d8e11
Ley Seca,Jhay Cortez,1,2021,9,2,"80,841",66.0,"412,597,562",76.0,,14.0,"26,817","917,173",170,9,1,55,55,6,50,83,94,12,https://i.scdn.co/image/ab67616d0000b27321ee2e52263690b0b2c80c2a
Dawns (feat. Maggie Rogers),Zach Bryan,1,2023,1,27,"44,088",75.0,"261,468,916",25.0,,3.0,"7,503","481,576",121,11,1,67,93,40,54,62,58,87,https://i.scdn.co/image/ab67616d0000b273a0a916db0206cc4d773f9013
Mesafe,Semicenk,1,2023,9,1,"9,504",,"59,964,248",4.0,,3.0,"1,567,829","274,026",187,9,0,31,20,99,77,44,66,79,https://i.scdn.co/image/ab67616d0000b273d48709a2affc804725dea824
Numb,Linkin Park,4,2003,3,24,"270,810",80.0,"1,720,830,668",5.0,,70.0,"907,873",,164,11,1,65,99,54,38,11,60,27,https://i.scdn.co/image/ab67616d0000b2735f1f51d14e8bea89484ecd1b
So High School,Taylor Swift,3,2024,4,19,"3,397",87.0,"97,601,615",18.0,,,,,127,5,0,28,54,6,13,7,37,93,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
Hola,Dalex,3,2019,5,10,"6,572",42.0,"28,185,177",,,1.0,"23,571","349,429",74,0,1,65,57,83,68,21,98,43,https://i.scdn.co/image/ab67616d0000b2734ff87c537b7a187063affff1
Dark Red,Steve Lacy,2,2017,2,20,"261,850",80.0,"1,315,024,190",101.0,,17.0,"87,964","3,864,898",94,1,0,33,63,17,46,90,7,62,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979
Diosa,Myke Towers,2,2020,1,24,"70,596",66.0,"465,811,322",42.0,,13.0,"213,289","789,689",73,4,1,26,85,42,20,40,64,60,https://i.scdn.co/image/ab67616d0000b273a01abf0f3b93ee5902fef2a7
Sand Monkey,Kid Pharaoh,4,2022,9,1,14,,,,,,,476,161,1,1,59,45,77,14,40,4,90,https://i.scdn.co/image/ab67616d0000b2730ea3be62182f36ffe63667ce
Wagon Wheel,Darius Rucker,3,2013,1,1,"107,826",73.0,"727,417,273",59.0,,19.0,"25,550","3,566,957",159,9,0,38,83,39,99,80,90,16,https://i.scdn.co/image/ab67616d0000b2733c814f8afa852904e9db8a9f
Dil Galti Kar Baitha Hai,Jubin Nautiyal,3,2021,9,25,"5,573",53.0,"64,013,323",2.0,,,,"179,409",66,0,0,43,21,52,96,56,89,49,https://i.scdn.co/image/ab67616d0000b2739a0cfca9e6c069d1a53b962b
Is There Someone Else?,The Weeknd,1,2021,2,5,"87,216",76.0,"669,099,980",13.0,,7.0,"240,246","1,352,593",89,5,1,81,59,13,80,31,42,25,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Dream Girl,Ir Sais,4,2017,9,27,"41,010",54.0,"133,061,000",24.0,,12.0,"31,615","2,886,602",108,7,0,35,10,20,83,96,59,6,https://i.scdn.co/image/ab67616d0000b2739a901f52b46801ee11b77703
Wild Side (feat. Cardi B),Normani,4,2021,7,16,"36,504",60.0,"181,529,121",88.0,,15.0,"74,166","1,916,244",170,7,1,18,46,56,0,94,25,98,https://i.scdn.co/image/ab67616d0000b273a8f5bb7820a39675e04f4aa8
Bi' Tek Ben Anlarï¿½,Kï¿½ï,1,2022,3,18,"27,588",58.0,"214,391,030",12.0,,3.0,"1,622,897","861,877",131,7,0,90,30,90,79,54,10,78,
Location (feat. Burna Boy),Dave,4,2019,3,8,"169,023",70.0,"540,907,681",113.0,,31.0,"171,627","1,899,818",139,10,1,44,76,45,81,5,33,15,https://i.scdn.co/image/ab67616d0000b273c1c8d2889455db6d03d309ed
Mon Amour,Annalisa,4,2023,3,31,"9,584",56.0,"86,387,703",23.0,,4.0,"11,160","739,131",142,5,1,83,17,25,9,38,1,84,https://i.scdn.co/image/ab67616d0000b2730791eb13b3a36024038e000b
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,2,2023,7,18,"6,294",68.0,"97,050,082",14.0,,,,"112,876",101,10,1,20,21,90,22,8,20,16,https://i.scdn.co/image/ab67616d0000b27339890c916878b32aebd1d0ee
Cake By The Ocean - Cover,MUSIC LAB JPN,3,2023,5,28,,,"1,614,203,949",,,,,,76,2,1,22,55,23,17,31,25,89,https://i.scdn.co/image/ab67616d0000b273d46afc9e9cffe5003ae71633
Pray For Me,The Weeknd,4,2018,2,2,"139,420",71.0,"918,478,800",77.0,,33.0,"300,145","7,342,121",66,0,1,93,16,4,57,35,75,34,https://i.scdn.co/image/ab67616d0000b27312a76d1b13ef07188f7dfbc9
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,2,2021,5,14,"125,205",65.0,"367,165,473",56.0,,10.0,"139,412","561,364",69,1,1,88,37,41,72,15,72,83,https://i.scdn.co/image/ab67616d0000b27310e6745bb2f179dd3616b85f
Position,Franglish,3,2024,2,15,"3,922",73.0,"44,456,165",25.0,,25.0,"17,769,679","620,606",93,4,1,94,24,91,93,11,86,83,https://i.scdn.co/image/ab67616d0000b273ecfbdb578028d4248ecdbe7d
Motley Crew,Post Malone,1,2021,7,9,"98,593",66.0,"399,297,877",98.0,,26.0,"868,677","1,280,385",95,9,1,26,31,42,76,40,4,22,https://i.scdn.co/image/ab67616d0000b2733520e90ee2daf6000ab507cb
Poppin,Yeat,2,2022,2,18,"61,870",63.0,"152,999,496",5.0,,,,"162,198",65,4,0,97,14,31,51,66,8,68,https://i.scdn.co/image/ab67616d0000b27372b69f1f356613717909d6db
Memories,Conan Gray,2,2022,4,15,"68,570",72.0,"445,742,307",9.0,,9.0,"12,015","2,074,587",193,9,0,71,12,87,94,57,49,8,https://i.scdn.co/image/ab67616d0000b27360a89b781c62ffe2136e4396
Casi Completa,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,3,2023,11,17,"2,743",,"64,656,678",,,1.0,"1,666","249,980",88,0,0,18,57,5,45,90,9,86,
JOLENE,Beyoncï¿,1,2024,3,27,"3,903",,"57,163,264",37.0,,25.0,"1,640,251","98,889",185,0,1,40,89,73,12,90,57,17,
Roï¿½ï¿½a Em,Zï¿½ï¿½ Fe,2,2022,11,17,"15,067",63.0,"192,684,719",12.0,,33.0,"801,839","125,189",140,8,1,25,49,66,95,8,9,92,
"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",Camidoh,4,2022,4,8,"24,196",57.0,"52,418,564",37.0,,4.0,"477,056","3,557,237",134,1,1,27,10,6,16,16,77,74,https://i.scdn.co/image/ab67616d0000b273b3e26562d49651aba4764491
Kya Hua,Vishal Mishra,4,2024,5,31,20,,"96,766",,,,,,85,6,0,63,12,28,66,4,35,47,https://i.scdn.co/image/ab67616d0000b273661145b79733ca288fcf7a6f
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,4,2019,9,27,"77,636",60.0,"349,688,559",26.0,,9.0,"23,636","771,928",186,9,0,67,96,33,60,25,73,71,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba
Ch-Ch-Ch Chick (feat. Chick McGee),Bob and Tom,1,2013,4,18,7,,"3,115",,,,,,174,3,0,94,49,6,64,84,55,90,https://i.scdn.co/image/ab67616d0000b273249eecbbfc2d1582612c018c
10 Things I Hate About You,Leah Kate,2,2022,3,23,"38,595",4.0,"238,502,829",17.0,,8.0,"66,599","692,500",185,6,0,79,100,80,52,0,61,65,https://i.scdn.co/image/ab67616d0000b2732f35152ea0744bab4fafac46
Adios Amor,Christian Nodal,4,2018,2,16,23,,"597,899,105",,,,,,87,7,0,50,37,76,4,0,36,22,https://i.scdn.co/image/ab67616d0000b2731f5a61ca13f18ac48efcd1ae
